id,name,description,price,stock,category,createdAt
61088b40-9178-4ccb-aedd-ba83f93293ac,Product 806,Generated product #806,81.25,417,toys,2026-09-13T03:58:56.524Z
335839dc-2c07-46e9-805e-2e5d2fa0d409,Product 979,Generated product #979,70.81,717,electronics,2026-09-13T03:58:56.524Z
6b2a7b86-3096-4c04-a9b5-a7d24da6ca90,Product 992,Generated product #992,88.96,788,food,2026-09-13T03:58:56.524Z
49d28bda-33b6-42a3-9394-8e48b69caeb0,Product 502,Generated product #502,68.88,756,clothing,2026-09-13T03:58:56.524Z
980be159-7821-4e64-bfab-64e15a2c54e7,Product 5,Generated product #5,87.87,283,clothing,2026-09-13T03:58:56.524Z
bd744f04-a487-4408-a1cc-50a5b6de359e,Product 98,Generated product #98,96.36,126,clothing,2026-09-13T03:58:56.524Z
a4248e6e-c811-4a19-9d57-b89de8ce0db7,Product 203,Generated product #203,85.89,150,food,2026-09-13T03:58:56.524Z
ce238fcd-96e1-453b-9c10-971d039320ef,Product 208,Generated product #208,33.21,189,food,2026-09-13T03:58:56.524Z
ab2b48df-a5b0-463a-91a3-72e2d4ca8f45,Product 218,Generated product #218,40.06,952,toys,2026-09-13T03:58:56.524Z
ac788d44-cde5-48c0-bd03-47fac4dd2efb,Product 891,Generated product #891,5.95,11,food,2026-09-13T03:58:56.524Z
00373bf5-a11e-4232-bae3-ad9c1d5ab5e1,Product 474,Generated product #474,79.98,956,food,2026-09-13T03:58:56.524Z
4efbba91-98f2-42dd-83f9-ae8b4d938680,Product 970,Generated product #970,93.03,576,food,2026-09-13T03:58:56.524Z
57e9251f-c6e9-42cb-a8a3-697abd30bea9,Product 994,Generated product #994,64.28,505,toys,2026-09-13T03:58:56.524Z
d121d5ce-9022-45a5-9dff-cee72e9d329a,Product 739,Generated product #739,43.15,364,clothing,2026-09-13T03:58:56.524Z
2a529e8b-6569-4e55-941a-925da64001a6,Product 304,Generated product #304,45.08,284,clothing,2026-09-13T03:58:56.524Z
931d3e71-c13f-4a68-aafe-bdbdb4434cbc,Product 713,Generated product #713,78.81,408,food,2026-09-13T03:58:56.524Z
7cc2892d-0d0f-4454-8ea3-ee76a1152359,Product 696,Generated product #696,93.93,586,clothing,2026-09-13T03:58:56.524Z
de3e677e-f138-422d-a81b-05adc9da6f5f,Product 677,Generated product #677,33.65,941,toys,2026-09-13T03:58:56.524Z
25245490-3def-49e8-95a1-15b6f2274859,Product 665,Generated product #665,3.23,22,toys,2026-09-13T03:58:56.524Z
8afc2ba0-b73a-475e-b636-043b02e01dd7,Product 556,Generated product #556,70.45,899,toys,2026-09-13T03:58:56.524Z
5436b835-be7f-4345-97d2-4db0c003cb5c,Product 587,Generated product #587,13.98,14,toys,2026-09-13T03:58:56.524Z
211acf27-2b9c-4123-80fd-5d9a838aa937,Product 597,Generated product #597,83.86,740,electronics,2026-09-13T03:58:56.524Z
b13df906-d6b8-4176-bd85-bfd7498a96b5,Product 63,Generated product #63,65.99,751,clothing,2026-09-13T03:58:56.524Z
71a28065-6c2d-42a0-bd6d-1e089dd4f84a,Product 932,Generated product #932,68.60,329,electronics,2026-09-13T03:58:56.524Z
57b485e8-9884-4084-9301-fb5394e32b35,Product 868,Generated product #868,63.42,580,food,2026-09-13T03:58:56.524Z
7d4254d5-5921-4965-82aa-12fcb182c3f3,Product 636,Generated product #636,22.52,922,electronics,2026-09-13T03:58:56.524Z
24ac45f4-bc5b-4f61-8411-0c6e0df57683,Product 838,Generated product #838,17.18,747,toys,2026-09-13T03:58:56.524Z
99aca958-de84-4079-bb8e-01c7d5db1717,Product 324,Generated product #324,20.57,437,food,2026-09-13T03:58:56.524Z
1030c874-192e-4989-baea-57b6a6785bcd,Product 920,Generated product #920,50.55,870,toys,2026-09-13T03:58:56.524Z
e81c4311-1d1f-414d-ad10-01d1e5acafc5,Product 934,Generated product #934,1.98,35,electronics,2026-09-13T03:58:56.524Z
3d16625a-dfe5-4e84-8893-7a97fe767f1c,Product 396,Generated product #396,46.06,745,toys,2026-09-13T03:58:56.524Z
e7f0b1b2-743f-4cc0-b8d1-3461b2320e80,Product 174,Generated product #174,74.68,58,electronics,2026-09-13T03:58:56.524Z
f494c7bf-8c29-46c0-b611-36ab75b53aa5,Product 358,Generated product #358,28.42,781,clothing,2026-09-13T03:58:56.524Z
af81abcc-077c-4d23-8d67-c190ca216d4f,Product 379,Generated product #379,97.93,834,toys,2026-09-13T03:58:56.524Z
5800beb3-89a0-4814-a80e-0e9f40dfdadc,Product 500,Generated product #500,35.24,750,clothing,2026-09-13T03:58:56.524Z
e1786fb5-17c7-43fb-aeac-80ae5655c38b,Product 6,Generated product #6,10.69,205,clothing,2026-09-13T03:58:56.524Z
76c0c73f-1ef3-4651-9e2f-c27fe354c4e4,Product 987,Generated product #987,4.41,331,electronics,2026-09-13T03:58:56.524Z
b7305882-9d96-4501-bfb3-0a16826b6e78,Product 982,Generated product #982,49.19,521,electronics,2026-09-13T03:58:56.524Z
336ad8cc-805f-4b2a-b322-0ccd94373eb3,Product 962,Generated product #962,51.90,701,food,2026-09-13T03:58:56.524Z
2d246ef1-b456-4f66-a818-136660838581,Product 792,Generated product #792,46.11,823,clothing,2026-09-13T03:58:56.524Z
c7f05d9f-2676-4001-bdd7-a756a8dc34f2,Product 804,Generated product #804,88.65,647,toys,2026-09-13T03:58:56.524Z
ae9d8d5b-6cde-40a1-b090-fa45ec7f7c19,Product 815,Generated product #815,87.22,139,electronics,2026-09-13T03:58:56.524Z
29d70cab-1484-4c7c-9d19-4cc62898980a,Product 412,Generated product #412,43.78,690,clothing,2026-09-13T03:58:56.524Z
6b20848e-1798-4d92-af8d-974d24649dd7,Product 448,Generated product #448,92.40,960,electronics,2026-09-13T03:58:56.524Z
c4729d95-3cac-4c50-b7f5-3846f2edcba4,Product 845,Generated product #845,4.42,404,electronics,2026-09-13T03:58:56.524Z
3e1b0b9c-a6ee-4a3a-bbda-982378300ed7,Product 854,Generated product #854,60.38,549,clothing,2026-09-13T03:58:56.524Z
6f63827a-e820-4c87-a7d9-5307f86c806c,Product 865,Generated product #865,92.95,306,food,2026-09-13T03:58:56.524Z
45ecae62-aa78-4295-80cb-9390d1b417be,Product 444,Generated product #444,79.43,351,electronics,2026-09-13T03:58:56.524Z
eee160e5-3091-4f33-aa05-b15285d2dda4,Product 459,Generated product #459,91.04,139,toys,2026-09-13T03:58:56.524Z
89fb6993-ee46-4d8e-ab6b-3de52149741b,Product 472,Generated product #472,32.12,607,food,2026-09-13T03:58:56.524Z
41299cb7-e263-482d-bc82-f054d20e4dce,Product 951,Generated product #951,81.51,528,clothing,2026-09-13T03:58:56.524Z
ff60babf-c01a-4190-9ca2-2d8425545c5b,Product 119,Generated product #119,90.00,253,toys,2026-09-13T03:58:56.524Z
75203c76-810f-40e8-a307-6c25e67ec666,Product 245,Generated product #245,87.90,643,electronics,2026-09-13T03:58:56.524Z
caa2c14f-b7f2-4570-b748-b1180b4aebf8,Product 990,Generated product #990,94.98,395,toys,2026-09-13T03:58:56.524Z
d60993f3-d1ab-4835-97b7-97cdc775c0ca,Product 747,Generated product #747,76.56,317,electronics,2026-09-13T03:58:56.524Z
cf94b340-8538-4c2c-9488-5ea49103e3f8,Product 740,Generated product #740,70.35,275,food,2026-09-13T03:58:56.524Z
aa55e4bc-0322-4772-b392-a01cecbced8b,Product 735,Generated product #735,74.21,805,food,2026-09-13T03:58:56.524Z
e96e4a47-2f54-42be-a1e4-793b9d1cead1,Product 728,Generated product #728,36.77,207,food,2026-09-13T03:58:56.524Z
f171b390-90b2-462d-8f4e-55748ce7c9d4,Product 722,Generated product #722,9.79,829,electronics,2026-09-13T03:58:56.524Z
8348ac62-8b93-4031-aafd-4a8d92dc58b5,Product 357,Generated product #357,51.34,521,clothing,2026-09-13T03:58:56.524Z
e6ae6671-5eb3-4884-81aa-5947d0c0640d,Product 175,Generated product #175,66.85,839,food,2026-09-13T03:58:56.524Z
3f0a412b-1c02-4b36-88bd-cad0944d0088,Product 172,Generated product #172,5.79,591,food,2026-09-13T03:58:56.524Z
a8224078-7e57-469e-9af0-b5d768c3c4be,Product 344,Generated product #344,5.49,803,clothing,2026-09-13T03:58:56.524Z
d710e962-38ff-4bbc-888d-6fc3576844d5,Product 679,Generated product #679,25.25,854,electronics,2026-09-13T03:58:56.524Z
6aba1ac1-5528-4605-8a39-8e20981a50f7,Product 674,Generated product #674,85.92,305,toys,2026-09-13T03:58:56.524Z
7d7ac584-4970-48cf-8e96-79d373a9c724,Product 82,Generated product #82,59.30,426,food,2026-09-13T03:58:56.524Z
237fa99e-1e1a-432f-a8eb-4d4d1ae0da04,Product 280,Generated product #280,53.20,819,clothing,2026-09-13T03:58:56.524Z
e4662863-781e-427d-a4d0-6ca976648168,Product 569,Generated product #569,50.33,569,food,2026-09-13T03:58:56.524Z
489aa2df-bbc3-4da4-a6f2-4b905a44842c,Product 143,Generated product #143,25.48,874,toys,2026-09-13T03:58:56.524Z
7117e88f-539c-476f-bbf9-1252fa064529,Product 584,Generated product #584,65.98,767,food,2026-09-13T03:58:56.524Z
33e55cbe-2139-4357-8a5d-eedcf3ee01a5,Product 539,Generated product #539,98.48,917,clothing,2026-09-13T03:58:56.524Z
e7c9a2b6-3df1-4e7c-8b25-54ab0f899f6b,Product 267,Generated product #267,30.29,815,electronics,2026-09-13T03:58:56.524Z
5d68ead7-45e2-4670-8988-a06cb020d8b8,Product 74,Generated product #74,69.79,105,food,2026-09-13T03:58:56.524Z
5a796f6e-a04a-4ebc-acf0-ae8ec16f1880,Product 525,Generated product #525,10.77,798,electronics,2026-09-13T03:58:56.524Z
ad4921d0-00e1-46e7-9d1a-9ffd4826d388,Product 614,Generated product #614,29.24,19,food,2026-09-13T03:58:56.524Z
425170e8-333f-4abd-92de-3a0e7f0cc504,Product 466,Generated product #466,32.88,593,clothing,2026-09-13T03:58:56.524Z
478c07b3-6d3d-491f-8709-c3cf6a7f55af,Product 7,Generated product #7,37.54,87,food,2026-09-13T03:58:56.524Z
d6508523-39fb-4c02-991b-abf27c043ef7,Product 627,Generated product #627,86.84,276,clothing,2026-09-13T03:58:56.524Z
d174d646-31b9-47d5-a333-6f157381b803,Product 596,Generated product #596,57.19,331,electronics,2026-09-13T03:58:56.524Z
0f5fc7c3-4fc8-4601-ba06-1ad047cd914a,Product 439,Generated product #439,54.50,956,toys,2026-09-13T03:58:56.524Z
65979ffa-19f2-4029-97f5-2c2e8911e30a,Product 39,Generated product #39,96.57,693,toys,2026-09-13T03:58:56.524Z
3948df03-7c27-404b-bff8-c7ec62ad8472,Product 894,Generated product #894,80.74,827,electronics,2026-09-13T03:58:56.524Z
31a397b7-8b6a-43af-9098-5b2dc2557f54,Product 53,Generated product #53,92.45,90,toys,2026-09-13T03:58:56.524Z
95312789-9963-4076-b4d9-4a9ab7b4790b,Product 828,Generated product #828,84.35,402,food,2026-09-13T03:58:56.524Z
a312eb33-3607-4449-8e1e-675e12a30e26,Product 823,Generated product #823,83.15,229,clothing,2026-09-13T03:58:56.524Z
a89d30c3-d3db-4c12-acb0-7438dca1a252,Product 655,Generated product #655,46.29,655,food,2026-09-13T03:58:56.524Z
4de5493d-aee7-4491-b703-6392aa4a45b2,Product 330,Generated product #330,76.74,366,electronics,2026-09-13T03:58:56.524Z
3542160d-ff96-4be6-9cf7-7ea2860a0e9b,Product 167,Generated product #167,77.97,486,toys,2026-09-13T03:58:56.524Z
9cdd10f5-d41a-4155-9620-0744185adbe2,Product 199,Generated product #199,36.49,256,food,2026-09-13T03:58:56.524Z
8a7d594a-1db7-4b44-b42a-51ac56e1973e,Product 794,Generated product #794,19.43,561,clothing,2026-09-13T03:58:56.524Z
f319366e-423c-4aeb-ac56-e430b5343833,Product 788,Generated product #788,28.38,351,electronics,2026-09-13T03:58:56.524Z
ab9beeb5-5c4d-4a78-a224-71e762ba4296,Product 195,Generated product #195,85.79,117,food,2026-09-13T03:58:56.524Z
0b6b068c-be8b-4b0a-bc8e-c064e887d4b0,Product 710,Generated product #710,50.55,926,clothing,2026-09-13T03:58:56.524Z
13dd392c-b075-4b55-87b0-293b93ecf467,Product 974,Generated product #974,67.44,665,food,2026-09-13T03:58:56.524Z
c9769321-c48c-48ff-a79d-ad5c9ee76d6b,Product 181,Generated product #181,97.87,36,clothing,2026-09-13T03:58:56.524Z
ad3c8c32-807d-431c-bdc5-54f532a29b7e,Product 89,Generated product #89,27.92,899,electronics,2026-09-13T03:58:56.524Z
777af88b-0d19-4bff-a0b9-0bcb86b42b25,Product 754,Generated product #754,43.89,102,clothing,2026-09-13T03:58:56.524Z
ceafeffd-fa7c-4029-8c72-58b38abbada3,Product 501,Generated product #501,17.64,539,food,2026-09-13T03:58:56.524Z
32c367f6-59da-4dfb-bb65-8bfb55741f49,Product 504,Generated product #504,44.16,914,clothing,2026-09-13T03:58:56.524Z
fc43b763-2fe2-4dba-90ea-4bd7c0af0f1c,Product 44,Generated product #44,7.01,374,food,2026-09-13T03:58:56.524Z
0d1f9f5c-7842-4398-b947-e5768acf44c0,Product 377,Generated product #377,85.46,616,toys,2026-09-13T03:58:56.524Z
c71727e6-833e-4f38-aaab-7f915d60f142,Product 989,Generated product #989,42.28,589,electronics,2026-09-13T03:58:56.524Z
7d7df66f-0000-4a7c-a6d3-c9773ee9b5ad,Product 981,Generated product #981,25.34,981,electronics,2026-09-13T03:58:56.524Z
2d499165-ad8f-4734-a52b-21ace8a205df,Product 192,Generated product #192,21.73,121,toys,2026-09-13T03:58:56.524Z
4b997c8d-52e6-4903-9095-db9536b5c590,Product 96,Generated product #96,21.83,312,toys,2026-09-13T03:58:56.524Z
a71138de-1e64-4ec4-a2e0-274cb0224922,Product 480,Generated product #480,58.93,445,electronics,2026-09-13T03:58:56.524Z
a5070c15-f5ba-4821-b94d-52b66f00a7f0,Product 478,Generated product #478,86.88,859,food,2026-09-13T03:58:56.524Z
ebda2e68-be51-4189-a7b9-4bdffe34c278,Product 791,Generated product #791,28.49,475,toys,2026-09-13T03:58:56.524Z
22a3c26c-83aa-448f-8b3c-a8053c47fc0a,Product 473,Generated product #473,44.66,971,toys,2026-09-13T03:58:56.524Z
7fde5379-aa96-4808-aecc-a127af64729b,Product 803,Generated product #803,57.29,278,electronics,2026-09-13T03:58:56.524Z
80e996d5-0ea1-4585-a519-decbfeb99734,Product 809,Generated product #809,65.48,827,food,2026-09-13T03:58:56.524Z
5572e68b-9b0e-46c9-bf9a-f419a04aee61,Product 924,Generated product #924,1.85,53,food,2026-09-13T03:58:56.524Z
3bab18d7-61a2-4916-b8b9-a1b6b606b8cc,Product 820,Generated product #820,23.27,359,clothing,2026-09-13T03:58:56.524Z
0be681b6-65d7-4675-a3d8-c912068a78c8,Product 825,Generated product #825,35.84,459,clothing,2026-09-13T03:58:56.524Z
aaf53f44-f9ba-479a-85dd-235d242c199d,Product 904,Generated product #904,92.30,264,toys,2026-09-13T03:58:56.524Z
fd2b582f-43a3-46bf-9759-8e72b17df657,Product 898,Generated product #898,16.56,9,food,2026-09-13T03:58:56.524Z
178eb1a3-59be-4cd0-9157-9b2268376b78,Product 840,Generated product #840,80.85,849,clothing,2026-09-13T03:58:56.524Z
0e605345-3fcf-4fb5-9612-f074276d5524,Product 886,Generated product #886,57.24,137,food,2026-09-13T03:58:56.524Z
78d13fe4-eb48-4d0b-a780-4e24b657dd06,Product 848,Generated product #848,67.36,203,toys,2026-09-13T03:58:56.524Z
3c892ecd-1dde-4c39-bfb0-e9d13dbe8668,Product 437,Generated product #437,57.40,996,food,2026-09-13T03:58:56.524Z
ab944203-1e28-45da-8d60-933492893452,Product 858,Generated product #858,47.37,16,clothing,2026-09-13T03:58:56.524Z
733322ce-0ddd-48fa-a075-290138a72b85,Product 862,Generated product #862,41.15,961,clothing,2026-09-13T03:58:56.524Z
1cfc841d-439b-47fe-bd1b-163a1f0df1c2,Product 875,Generated product #875,35.60,596,electronics,2026-09-13T03:58:56.524Z
cc4e0120-84f0-4572-8e92-94ea9d4345b4,Product 888,Generated product #888,45.92,268,clothing,2026-09-13T03:58:56.524Z
fdae092d-58ee-4429-86ae-5d7ec9be908e,Product 905,Generated product #905,82.75,424,toys,2026-09-13T03:58:56.524Z
07dba860-7713-4a6b-927d-56595c1f4ba5,Product 114,Generated product #114,95.98,489,clothing,2026-09-13T03:58:56.524Z
78309c8a-3470-4bc0-b231-9b120098f79d,Product 901,Generated product #901,46.21,827,electronics,2026-09-13T03:58:56.524Z
067af488-6146-41b5-9462-08f53676f5f9,Product 944,Generated product #944,98.65,576,electronics,2026-09-13T03:58:56.524Z
a6af0a17-c6b8-404e-80c6-9e17aecddf73,Product 237,Generated product #237,91.71,255,toys,2026-09-13T03:58:56.524Z
586f078d-8d8a-4d2c-90b4-ed3e68d60a32,Product 960,Generated product #960,38.97,58,clothing,2026-09-13T03:58:56.524Z
1ea8e47a-b33d-4c0b-927a-67cbabaf4d7f,Product 499,Generated product #499,70.56,561,toys,2026-09-13T03:58:56.524Z
a657a038-c925-45ee-bb39-92ec5a5cddce,Product 120,Generated product #120,6.21,400,food,2026-09-13T03:58:56.524Z
c3e10ca3-8e06-48d9-b872-94a20dd3fa64,Product 374,Generated product #374,14.84,339,toys,2026-09-13T03:58:56.524Z
8eb01b4a-903a-4810-b48a-a0bd1fd807ed,Product 23,Generated product #23,2.45,469,clothing,2026-09-13T03:58:56.524Z
f4aa97c6-20cc-4e30-9b10-3c675056fd62,Product 988,Generated product #988,28.62,163,electronics,2026-09-13T03:58:56.524Z
2930335e-35cb-45fe-b693-3b9926dc19c0,Product 507,Generated product #507,65.59,282,toys,2026-09-13T03:58:56.524Z
ced39ad6-fcea-45ab-9a87-79b205df6a7e,Product 494,Generated product #494,47.89,868,clothing,2026-09-13T03:58:56.524Z
d4b403d3-cf0d-46cf-ba7c-fb1c1f0bd465,Product 746,Generated product #746,31.29,764,clothing,2026-09-13T03:58:56.524Z
1f3cb00f-ccfe-4015-a585-108fdc1eb19c,Product 185,Generated product #185,95.65,710,food,2026-09-13T03:58:56.524Z
282f00ef-6368-4d6f-a242-2eba5d3b3066,Product 371,Generated product #371,51.17,831,electronics,2026-09-13T03:58:56.524Z
eed24200-6db6-4279-833e-ec7101b00aa8,Product 738,Generated product #738,96.31,876,food,2026-09-13T03:58:56.524Z
bc480b05-cca0-44c9-81b7-7501ee3d5cf5,Product 30,Generated product #30,6.49,607,clothing,2026-09-13T03:58:56.524Z
c3bae916-8357-4826-9a65-e4a3fd9c12d8,Product 365,Generated product #365,54.72,59,food,2026-09-13T03:58:56.524Z
b59856df-500d-41d4-9caa-1f7d88c25e00,Product 731,Generated product #731,39.76,328,food,2026-09-13T03:58:56.524Z
0dd34eb5-1b72-41bc-b898-bf7f0c3078e7,Product 244,Generated product #244,34.75,354,clothing,2026-09-13T03:58:56.524Z
bd69b0da-808c-49f7-af08-3e7c9c176997,Product 723,Generated product #723,80.63,629,toys,2026-09-13T03:58:56.524Z
a1d01dda-340e-4984-b553-3cf4e2eec3f9,Product 301,Generated product #301,33.12,746,clothing,2026-09-13T03:58:56.524Z
ee774bdd-6afe-4d6d-b413-bbe4acfe7eef,Product 178,Generated product #178,67.34,405,electronics,2026-09-13T03:58:56.524Z
fcaba75c-f581-47cc-8eb1-1a5ab911fe64,Product 708,Generated product #708,16.97,114,toys,2026-09-13T03:58:56.524Z
b748d19d-cd78-44eb-a424-7d72b7e0a035,Product 704,Generated product #704,6.94,812,electronics,2026-09-13T03:58:56.524Z
79c8ad95-236e-412d-ab17-8d5c64fe22e7,Product 705,Generated product #705,63.34,347,electronics,2026-09-13T03:58:56.524Z
ac2e2bb7-666d-4bd1-94f0-60a25fdc6d39,Product 86,Generated product #86,77.02,412,toys,2026-09-13T03:58:56.524Z
a91edc69-6fb9-4a5b-8f4a-b5ffa166e060,Product 692,Generated product #692,72.95,953,toys,2026-09-13T03:58:56.524Z
00f2381c-313e-4ff3-af61-207dee8d977e,Product 42,Generated product #42,84.54,408,food,2026-09-13T03:58:56.524Z
0a9fef7d-fd4e-4908-8753-87ed1efaf901,Product 10,Generated product #10,35.59,980,clothing,2026-09-13T03:58:56.524Z
4874d139-85ee-488e-8865-f1bef523ea54,Product 683,Generated product #683,73.16,602,food,2026-09-13T03:58:56.524Z
5f14717f-2a7a-4b29-9270-51bb6f574412,Product 682,Generated product #682,12.37,426,electronics,2026-09-13T03:58:56.524Z
de785760-631c-40c9-b216-ba269720446f,Product 41,Generated product #41,85.64,938,electronics,2026-09-13T03:58:56.524Z
fc2cc4f7-3cdb-42e9-8f20-1557b6b13746,Product 668,Generated product #668,18.02,501,toys,2026-09-13T03:58:56.524Z
cb1d6edd-5e68-42cd-9f5d-f49886456ebf,Product 333,Generated product #333,3.54,446,clothing,2026-09-13T03:58:56.524Z
7f2a5577-c221-4674-b5ce-2c6ea2f4f5f5,Product 329,Generated product #329,7.39,731,toys,2026-09-13T03:58:56.524Z
e72b3500-0054-4bf6-bb8c-1c8aa637389f,Product 327,Generated product #327,53.03,816,clothing,2026-09-13T03:58:56.524Z
86eb7f5f-1646-474c-a06d-7ac54f40391d,Product 141,Generated product #141,47.51,834,clothing,2026-09-13T03:58:56.524Z
842c97f7-10aa-4b34-86ba-3f2ac0793251,Product 284,Generated product #284,27.81,313,toys,2026-09-13T03:58:56.524Z
942a609c-c411-4d5b-87fd-4f218b2393ed,Product 286,Generated product #286,15.07,566,electronics,2026-09-13T03:58:56.524Z
bcc9ddc7-da7c-4906-aa32-c7d215da5709,Product 262,Generated product #262,50.44,179,toys,2026-09-13T03:58:56.524Z
3cbdc8c6-3ad0-4b64-8da8-93ae4e3c8a12,Product 641,Generated product #641,56.37,50,electronics,2026-09-13T03:58:56.524Z
9c09d2ec-3544-4b36-b2fd-2c68211c0cf1,Product 582,Generated product #582,61.80,538,clothing,2026-09-13T03:58:56.524Z
e8a48d38-8757-4e9d-a55f-618532959ee5,Product 543,Generated product #543,35.38,927,food,2026-09-13T03:58:56.524Z
54373540-9253-4971-afc4-4c421d0ddc43,Product 586,Generated product #586,55.26,466,toys,2026-09-13T03:58:56.524Z
a8cc30d4-0506-4fbf-b2bd-238bb5c95e3b,Product 147,Generated product #147,43.16,659,electronics,2026-09-13T03:58:56.524Z
6b7492c5-6fec-48b0-9f02-12edb5b72823,Product 535,Generated product #535,96.17,101,electronics,2026-09-13T03:58:56.524Z
e672915f-22c3-44a6-9473-b7793b90d10b,Product 534,Generated product #534,64.62,644,clothing,2026-09-13T03:58:56.524Z
d5fee0da-b827-4314-ac90-fdd9df829af6,Product 602,Generated product #602,71.98,802,electronics,2026-09-13T03:58:56.524Z
b8bac61c-4d8f-4207-8ab5-024908170e3d,Product 150,Generated product #150,76.47,125,toys,2026-09-13T03:58:56.524Z
04cf15b3-0b74-4d09-8253-d0349c12b1cf,Product 18,Generated product #18,10.47,368,food,2026-09-13T03:58:56.524Z
380794c8-db0a-4e68-8ada-13af7808ed24,Product 129,Generated product #129,87.24,713,electronics,2026-09-13T03:58:56.524Z
c28c1a90-54fc-4c4f-b022-1533f2304cc9,Product 259,Generated product #259,10.67,374,clothing,2026-09-13T03:58:56.524Z
453e4d63-7aa2-4700-b023-6f92456f733f,Product 24,Generated product #24,78.13,338,clothing,2026-09-13T03:58:56.524Z
f2c3a61b-8138-40b4-8a5c-fe9a03c05851,Product 3,Generated product #3,16.14,318,toys,2026-09-13T03:58:56.524Z
ed8cf949-fc66-47c8-99c0-10c5c8c427f9,Product 912,Generated product #912,49.38,297,clothing,2026-09-13T03:58:56.524Z
8753b1ba-b55f-403f-aa70-a1ddea227fb2,Product 256,Generated product #256,48.93,664,clothing,2026-09-13T03:58:56.524Z
6f6a1db1-223b-4a27-ade2-ac83d6e761b7,Product 76,Generated product #76,22.64,817,toys,2026-09-13T03:58:56.524Z
a5fdf980-db96-4bcc-875d-32f25995c53a,Product 626,Generated product #626,68.22,140,toys,2026-09-13T03:58:56.524Z
f095ad62-20b2-4b12-b73e-661fa49d6efd,Product 156,Generated product #156,20.10,930,toys,2026-09-13T03:58:56.524Z
5454a96b-f1f0-43c2-9eac-eefc92e80fc3,Product 78,Generated product #78,0.52,571,toys,2026-09-13T03:58:56.524Z
6c7c2870-639c-4669-9b7e-916c10cb4e0d,Product 595,Generated product #595,11.78,206,food,2026-09-13T03:58:56.524Z
